Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename
1231352162,"15 Oct 2017, 10:49:12",Family stroll,Walk,"",5723,6.58,,false,,activities/1231352162.gpx
1240075454,"21 Oct 2017, 08:22:55","40 ft ditch to Olney, against Brian ðŸ’¨",Run,"",10176,13.38,,false,,activities/1240075454.gpx
1250309240,"28 Oct 2017, 08:46:34",40 ft ditch to Olney with loop,Run,"",12900,17.37,,false,,activities/1250309240.gpx
1298797228,"2 Dec 2017, 10:03:45",Morning walk,Walk,,6028,7.85,,false,,activities/1298797228.gpx
1327740631,"26 Dec 2017, 10:52:38",Morning Walk,Walk,"",7029,8.08,,false,,activities/1327740631.gpx
1329231274,"27 Dec 2017, 15:02:00",Afternoon snow Walk,Walk,"",3499,2.36,,false,,activities/1329231274.gpx
1336346845,"1 Jan 2018, 14:21:56",NY day amble for fresh air,Walk,"",2191,2.04,,false,,activities/1444420219.fit.gz
1336346984,"31 Dec 2017, 11:17:46",Dartmoor NY eve walk,Walk,"",13167,12.62,,false,,activities/1444420332.fit.gz
1337196803,"2 Jan 2018, 10:44:58",Inkpen Dog walk,Walk,,7219,9.82,,false,,activities/1337196803.gpx
1355218471,"13 Jan 2018, 09:43:21",20.9 miles LDWA social walk,Hike,,25827,26.22,,false,,activities/1355218471.gpx
1377970893,"27 Jan 2018, 12:03:13",Laujar - to lunch and back,Walk,"",15443,9.83,,false,,activities/1377970893.gpx
1383025487,"30 Jan 2018, 08:09:49",Day 1 ski - Sierra Nevada,Alpine Ski,"",28044,62.92,,false,,activities/1383025487.gpx
1384727975,"31 Jan 2018, 08:21:20",Ski day 2,Alpine Ski,,25538,70.12,,false,,activities/1384727975.gpx
1386357939,"1 Feb 2018, 08:34:48",Ski day 3,Alpine Ski,"",24746,58.64,,false,,activities/1386357939.gpx
1387987950,"2 Feb 2018, 10:43:44",Amongst the almond blossom ,Walk,,21286,18.23,,false,,activities/1387987950.gpx
1389736885,"3 Feb 2018, 11:55:03",Promenade to Belgian beers,Ride,"",15483,20.73,,false,,activities/1389736885.gpx
1402907561,"11 Feb 2018, 09:33:36",Welsh Winter Skills d2,Hike,"",24396,7.86,,false,,activities/1402907561.gpx
1425347805,"25 Feb 2018, 10:23:03",Wander with Pete,Walk,,7192,10.24,,false,,activities/1425347805.gpx
1434308642,"3 Mar 2018, 09:43:39",LDWA - White Christmas in the Chilterns,Walk,"",26442,26.22,,false,,activities/1434308642.gpx
1447278853,"11 Mar 2018, 09:59:47",Walking Digger,Walk,,6956,9.48,,false,,activities/1447278853.gpx
1457946944,"17 Mar 2018, 12:53:26",Einstein bday walk,Walk,,20775,18.02,,false,,activities/1457946944.gpx
1469342392,"24 Mar 2018, 09:55:00",Wayfarers Way with mum and dad,Hike,,23564,24.67,,false,,activities/1469342392.gpx
1481673696,"31 Mar 2018, 09:35:55","Avoiding the floods with M, D and A",Hike,,15861,17.82,,false,,activities/1481673696.gpx
1508036245,"14 Apr 2018, 07:33:57","Snowdon- Pyg and Llanberis w/ E,C,Yvonne&Sarah",Walk,"",26743,13.50,,false,,activities/1508036245.gpx
1522448168,"21 Apr 2018, 08:47:02",To Chicheley in the warm,Hike,,22128,25.37,,false,,activities/1522448168.gpx
1530807557,"25 Apr 2018, 11:31:29",Les Irvine relay ,Run,,512,1.76,,false,,activities/1530807557.gpx
1538812048,"29 Apr 2018, 09:47:34",Pootle into Northamptonshire,Ride,,9720,31.18,,false,,activities/1538812048.gpx
1551144171,"5 May 2018, 07:49:07",Nievole loop - making the most of a work trip to Florence,Hike,"",22738,24.56,,false,,activities/1551144171.gpx
1578394845,"17 May 2018, 16:07:35",White Horse loop from Swindon w/ADH,Ride,,5989,28.06,,false,,activities/1578394845.gpx
1582121548,"19 May 2018, 09:54:57","Canal side in the sun w/ E,C and Diggs",Walk,,18692,17.10,,false,,activities/1582121548.gpx
1584725714,"20 May 2018, 11:12:19",Test Way and Brenda Parker Way w/P,Hike,,17546,19.71,,false,,activities/1584725714.gpx
1601619012,"28 May 2018, 10:14:31",Great Milton- Oxfordshire,Walk,,15373,13.33,,false,,activities/1601619012.gpx
1612372960,"2 Jun 2018, 09:35:33",Northamptonshire Round section from Yardley Hastings,Walk,,21461,21.54,,false,,activities/1612372960.gpx
1626018169,"8 Jun 2018, 23:32:28",Test ride for the hire bikes,Ride,,4036,11.24,,false,,activities/1626018169.gpx
1627715693,"9 Jun 2018, 12:57:20",Mellow Johnny's Scout-A-Route,Ride,,15032,44.00,,false,,activities/1627715693.gpx
1638140268,"14 Jun 2018, 12:09:46",SPIE ride with Rick and ADH,Ride,,11207,42.84,,false,,activities/1638140268.gpx
1674359743,"1 Jul 2018, 14:13:30",Cool wander in the woods,Walk,,3916,2.32,,false,,activities/1674359743.gpx
1722865541,"23 Jul 2018, 17:59:53",Running... runnin... run... walk!,Run,,2102,5.62,,false,,activities/1722865541.gpx
1733741659,"28 Jul 2018, 16:17:08",GG loop,Run,,2747,6.25,,false,,activities/1733741659.gpx
1735754823,"29 Jul 2018, 12:55:14",Salcey loop - Horse trail,Walk,,5730,8.35,,false,,activities/1735754823.gpx
1739995362,"31 Jul 2018, 11:38:25",Lunchtime chore ride to GoOutdoors,Ride,"",5913,19.84,,false,,activities/1866872483.fit.gz
1749642192,"3 Aug 2018, 08:10:49",Beacons Way d1,Hike,"",35385,24.88,,false,,activities/1877037848.fit.gz
1749642394,"4 Aug 2018, 07:47:08",Beacons Way d2,Hike,"",35069,22.52,58,false,,activities/1877038020.fit.gz
1752359528,"5 Aug 2018, 07:53:29",Beacons Way d3,Hike,"",29990,16.31,45,false,,activities/1880868944.fit.gz
1755909728,"7 Aug 2018, 11:12:45",Department Social Ride,Ride,"",6133,21.08,,false,,activities/1885126726.fit.gz
1771311855,"14 Aug 2018, 11:07:31",Lunch Ride,Ride,,4422,24.58,108,false,,activities/1901546428.fit.gz
1778177882,"17 Aug 2018, 11:15:59",A slave to Ben's pace,Ride,"",3418,23.72,132,false,,activities/1908618599.fit.gz
1785802496,"19 Aug 2018, 16:08:44",BC -> Alexandra Palace,Ride,Found the FIT file from last night on my Garmin. Wouldn't upload directly through Garmin but was fine up onto strava (which is what counts!).,4794,22.89,79,false,,activities/1916503771.fit.gz
1787233094,"21 Aug 2018, 11:04:10",CEI group cycle,Ride,"",4401,23.94,94,false,,activities/1917967028.fit.gz
1794065113,"24 Aug 2018, 11:12:29",Some hills with the wind for company,Ride,"",3234,22.80,96,false,,activities/1924976838.fit.gz
1798178755,"26 Aug 2018, 08:43:03",Shenley roundhouse jail - there and back,Ride,"",5733,33.97,122,false,,activities/1929223973.fit.gz
1800831074,"27 Aug 2018, 11:00:51",Warm but breezy walk,Walk,,11042,10.63,,false,,activities/1800831074.gpx
1802803427,"28 Aug 2018, 11:04:57",Eversholt and Deer Park w/ Xiao and Andy,Ride,Testing the route - probably a bit long for the usual Tuesday rides...,5059,28.46,72,false,,activities/1933970597.fit.gz
1807421711,"30 Aug 2018, 11:12:05",Deer park - and ADH wanted fish and chips...,Ride,Rear derailleur cable has snapped so I only had the front rings to play with...,6405,28.32,74,false,,activities/1938702093.fit.gz
1812267522,"1 Sep 2018, 07:51:17",Wendover walk w/LDWA,Hike,"",27282,26.49,76,false,,activities/1943669584.fit.gz
1814495155,"2 Sep 2018, 13:49:12",Errands,Walk,,2155,3.20,,false,,activities/1814495155.gpx
1818538018,"4 Sep 2018, 11:07:22",SPS ride with a peloton of 8,Ride,No rear derailleur which made the hills a bit tough,4164,23.63,69,false,,activities/1950129643.fit.gz
1830351894,"9 Sep 2018, 12:25:18",Sunday ride - St Albans with SACCR 10km,Ride,"",10927,66.84,229,false,,activities/1962302430.fit.gz
1834169316,"11 Sep 2018, 11:09:51",SPS Cranfield,Ride,"",3744,24.68,93,false,,activities/1966236539.fit.gz
1845889913,"16 Sep 2018, 11:31:56",St Albans with SACCR 20 mile loop,Ride,"",14744,86.80,281,false,,activities/1978313653.fit.gz
1856083776,"21 Sep 2018, 11:12:44",Tail wind my first time up Bow Brickhill,Ride,"",3916,24.15,113,false,,activities/1988888308.fit.gz
1857892461,"22 Sep 2018, 09:27:26",On the Downs,Walk,,5821,6.79,,false,,activities/1857892461.gpx
1860580749,"23 Sep 2018, 11:04:28",Linkenholt loop,Walk,,7015,8.38,,false,,activities/1860580749.gpx
1864561385,"25 Sep 2018, 11:10:14",SPS ride with Calum and Jesper,Ride,"",3635,24.50,94,false,,activities/1997686573.fit.gz
1870833325,"28 Sep 2018, 11:14:10",Effort up Brickhill and CDSA chat with ADH,Ride,"",4614,19.31,31,false,,activities/2004128579.fit.gz
1873361409,"29 Sep 2018, 10:40:58",Metric century with SACCR 30 mile loop,Ride,"",19107,100.44,285,false,,activities/2006739153.fit.gz
1879287976,"2 Oct 2018, 11:10:59",Thoroughly enjoyable deer park SPS social ride,Ride,"",4157,28.15,84,false,,activities/2012927788.fit.gz
1885448669,"5 Oct 2018, 11:38:34",High cadence threshold ride,Ride,"",2929,20.23,98,false,,activities/2019240913.fit.gz
1887838503,"6 Oct 2018, 09:47:20",Manifold trail to Thors Cave,Walk,"",14420,14.12,,false,,activities/1887838503.gpx
1890321693,"7 Oct 2018, 09:47:08",Wormhill,Walk,,20765,13.96,,false,,activities/1890321693.gpx
1891943195,"8 Oct 2018, 09:58:09",Stanege Edge,Walk,,13545,10.29,,false,,activities/1891943195.gpx
1893811475,"9 Oct 2018, 11:15:03",Sunny SPS Social,Ride,"",4599,29.23,111,false,,activities/2027999365.fit.gz
1899829664,"12 Oct 2018, 11:24:47",Reverse deer park,Ride,"",3900,28.29,135,false,,activities/2034194150.fit.gz
1908066332,"16 Oct 2018, 11:11:17",SPS social - warm October!,Ride,"",3341,21.44,68,false,,activities/2042781102.fit.gz
1914265314,"19 Oct 2018, 13:13:13",Nip out to Combe Gibbet,Ride,"",1359,6.12,31,false,,activities/2049160407.fit.gz
1916697358,"20 Oct 2018, 08:22:59",Dartmoor - Princetown to White Torr in glorious sunshine,Hike,"",28456,20.15,53,false,,activities/2051672664.fit.gz
1918830040,"21 Oct 2018, 08:33:04",Torr loop,Hike,"",20791,12.24,33,false,,activities/2053927586.fit.gz
1920574224,"22 Oct 2018, 11:23:32",Rob's leaving ride,Ride,"",4050,29.27,95,false,,activities/2055745038.fit.gz
1922496343,"23 Oct 2018, 11:16:01",SPS lunch ride. Chilled until I caught Hoa's wheel up the V10!,Ride,"",4415,24.56,39,false,,activities/2057730079.fit.gz
1933685729,"28 Oct 2018, 16:54:42",Stone Squaw Summit in 1 inch snow,Walk,"",7888,4.58,,false,,activities/1933685729.gpx
1938556803,"31 Oct 2018, 22:13:04",Tunnel Mountain,Hike,,5016,6.50,,false,,activities/1938556803.gpx
1940411025,"1 Nov 2018, 17:16:44",Rockbound Lake w/ Steve and Frances,Hike,"Snowy, with lots of animal tracks!",20010,12.63,,false,,activities/2076177133.fit.gz
1942315199,"2 Nov 2018, 19:01:23",Lake Louise and Fairview lookout,Walk,"",11507,6.16,,false,,activities/2078145793.fit.gz
1944292280,"3 Nov 2018, 16:43:58",Lake Minnewanka and Aylmer Lookout,Hike,"",23657,21.15,,false,,activities/2080193311.fit.gz
1969879392,"17 Nov 2018, 10:07:57",Real Ale Wobble 2018,Ride,First mountain biking experience,18989,33.61,433,false,,activities/2106526801.fit.gz
1971738805,"18 Nov 2018, 11:15:34",Group walk to Llewelyn's Cave,Walk,"",6326,5.44,,false,,activities/1971738805.gpx
2033200059,"24 Dec 2018, 11:15:46",Harold and Odel walk,Walk,"Paused activity halfway round- oops! 5.36 miles, 1:59.",7162,3.98,,false,,activities/2033200059.gpx
2034653029,"25 Dec 2018, 10:42:02",Turvey pre-Turkey loop,Walk,,7055,8.93,,false,,activities/2034653029.gpx
2036589706,"26 Dec 2018, 13:43:57",Hardmead Boxing Day,Walk,,6297,8.46,,false,,activities/2036589706.gpx
2038428838,"27 Dec 2018, 14:20:12",Stoke Goldington,Walk,,4392,5.48,,false,,activities/2038428838.gpx
2044461088,"30 Dec 2018, 11:27:56",Lord Hereford's Knob and other peaks 10 km,Walk,,4271,5.70,,false,,activities/2044461088.gpx
2046584215,"31 Dec 2018, 11:11:55",Usk Reservoir loop,Walk,Phone always cuts out when it gets cold!,7860,9.38,,false,,activities/2046584215.gpx
2050005828,"1 Jan 2019, 15:11:50",NYD loop to the roundabout,Walk,,5953,8.60,,false,,activities/2050005828.gpx
2050168520,"2 Jan 2019, 10:39:57",Hay on Wye amble,Walk,,3906,3.69,,false,,activities/2050168520.gpx
2056913917,"5 Jan 2019, 11:01:50","Great Bedwin w/ Ed, Diggs and Josca",Walk,,4587,5.78,,false,,activities/2056913917.gpx
2059706371,"6 Jan 2019, 10:57:27",Morning walk,Walk,,8805,11.39,,false,,activities/2059706371.gpx
2091359063,"19 Jan 2019, 14:58:53",Emberton park lap,Walk,,4440,6.32,,false,,activities/2091359063.gpx
2091783417,"20 Jan 2019, 12:17:16",Cranfield lap,Walk,,7641,8.75,,false,,activities/2091783417.gpx
2107464434,"27 Jan 2019, 12:08:04",Lyon walk above the snow line ,Walk,13.2 km,10081,9.07,,false,,activities/2107464434.gpx
2115426132,"31 Jan 2019, 08:26:42",Day 2- double Sarenne day,Alpine Ski,"",25532,69.82,,false,,activities/2115426132.gpx
2116994596,"1 Feb 2019, 09:43:24",Wet snow: Chocolate chaud,Alpine Ski,,7728,8.28,,false,,activities/2116994596.gpx
2119259119,"2 Feb 2019, 08:23:26","Day 4: perfect weather, perfect neige",Alpine Ski,"",23089,58.93,,false,,activities/2119259119.gpx
2139213626,"11 Feb 2019, 10:43:49",Fish and chips in Cromer,Hike,"",21787,16.87,,false,,activities/2139213626.gpx
2185758451,"2 Mar 2019, 11:11:20",Linkenholt loop,Hike,,5867,8.44,,false,,activities/2185758451.gpx
2189528075,"3 Mar 2019, 10:12:02",Not as wet as you might have expected,Hike,,6887,9.58,,false,,activities/2189528075.gpx
2226548803,"20 Mar 2019, 08:47:25",MOT day- to work,Ride,,1157,5.23,,true,,activities/2226548803.gpx
2227371212,"20 Mar 2019, 17:07:26",To pick up the car,Ride,,1224,4.89,,true,,activities/2227371212.gpx
2233402445,"17 Nov 2018, 15:39:49",Afternoon Ride,Ride,,4189,20.62,1,false,,activities/2378472244.fit.gz
2233621879,"23 Mar 2019, 10:49:49",To NW1,Ride,"",1824,9.42,,false,,activities/2378699442.fit.gz
2248705209,"29 Mar 2019, 06:06:47",With Diggs and Archie,Walk,,6149,8.15,,false,,activities/2248705209.gpx
2249573358,"29 Mar 2019, 15:14:45",Spring sunshine!,Walk,,3343,4.61,,false,,activities/2249573358.gpx
2254549752,"31 Mar 2019, 09:58:53",Mothering Sunday - Stoke Goldington loop to the totem pole,Walk,,7639,9.27,,false,,activities/2254549752.gpx
2269297696,"6 Apr 2019, 09:35:15",Test and Brenda Parker Way,Hike,,18460,21.37,,false,,activities/2269297696.gpx
2280306781,"10 Apr 2019, 18:10:45",Round the block sunset,Hike,,3248,4.42,,false,,activities/2280306781.gpx
2302481910,"18 Apr 2019, 16:53:36",Wendover to Whiteleaf w/ PK,Hike,"",9673,9.25,,false,,activities/2450347617.fit.gz
2302482060,"19 Apr 2019, 07:57:25",Chilterns wild camp w/ PK- Whiteleaf to Wendover,Hike,"15 miles, hot day!",28143,14.24,,false,,activities/2450347760.fit.gz
2307404784,"21 Apr 2019, 10:09:38",Easter bluebells on Test Way,Hike,"",11514,9.70,,false,,activities/2307404784.gpx
2310076220,"22 Apr 2019, 10:02:08",Ball End Easter Monday,Hike,,12908,11.40,,false,,activities/2310076220.gpx
2325880259,"27 Apr 2019, 08:30:44",Offaâ€™s Dyke with Storm Hannah,Ride,"",25806,15.95,,false,,activities/2474909597.fit.gz
2325880332,"28 Apr 2019, 08:22:39",Lord Herefordâ€™s Knob,Hike,"",14975,11.13,,false,,activities/2474909736.fit.gz
2333228104,"1 May 2019, 11:21:23",OU 5 miles,Run,"",2737,7.88,121,false,,activities/2482570852.fit.gz
2344471522,"5 May 2019, 09:18:28",Sugarloaf mountain,Hike,16.8 km - garmin froze?!,24184,12.27,15,false,,activities/2494328348.fit.gz
2346302594,"6 May 2019, 10:41:51",Walk for P-Lunch,Hike,"",6366,8.11,15,false,,activities/2496261387.fit.gz
2398004752,"25 May 2019, 08:08:20",Stag run,Run,"",3279,7.05,91,false,,activities/2549733298.fit.gz
2401031379,"27 May 2019, 10:19:23",Filgrave lap with Archie,Walk,,4043,6.52,,false,,activities/2401031379.gpx
2401857240,"27 May 2019, 16:29:31",Barn field w/ A,Walk,"",1970,2.84,,false,,activities/2401857240.gpx
2412261381,"31 May 2019, 09:46:30",Catbells,Hike,"",27763,19.00,,false,,activities/2564489727.fit.gz
2414963674,"1 Jun 2019, 06:51:30",Scafell Pike,Hike,"",31745,15.06,,false,,activities/2567294016.fit.gz
2433106952,"8 Jun 2019, 10:00:00",Great North Swim,Swim,Shortened from 1 miles because of bad weather.,1371,800,,false,,
2436739123,"9 Jun 2019, 14:26:47",Around w/ Archie,Walk,,3744,4.80,,false,,activities/2436739123.gpx
2470903962,"22 Jun 2019, 11:30:00",Great East Swim,Swim,,2782,"1,623",,false,,
2485347369,"27 Jun 2019, 11:42:35",Lunch 5k,Run,"",1781,4.92,104,false,,activities/2640096143.fit.gz
2494492899,"30 Jun 2019, 19:22:02",Evening walk,Walk,"",2730,3.11,,false,,activities/2649678436.fit.gz
2494492938,"1 Jul 2019, 07:47:13",Morning Ride,Ride,"",885,5.01,,true,,activities/2649678476.fit.gz
2495674485,"1 Jul 2019, 15:54:14",Afternoon Ride,Ride,"",861,4.74,,true,,activities/2650924723.fit.gz
2516619498,"30 Jun 2019, 09:36:07",Morning Ride,Ride,,11638,10.55,,false,,activities/2672283118.fit.gz
2537979891,"16 Jul 2019, 16:55:50",Afternoon ride w/ ADH,Ride,"",9984,48.26,,false,,activities/2694242544.fit.gz
2545476106,"19 Jul 2019, 10:40:00",Warwick swim with Einstein,Swim,,2400,"1,250",,false,,
2547360650,"20 Jul 2019, 09:39:15",Lunch lap,Walk,,2962,4.09,,false,,activities/2547360650.gpx
2548142408,"20 Jul 2019, 14:24:20",Afternoon lap,Walk,,2159,2.82,,false,,activities/2548142408.gpx
2551221627,"21 Jul 2019, 09:43:33",Pavenham loop- double pub stop!,Hike,"",18985,14.71,,false,,activities/2707869395.fit.gz
2552070347,"21 Jul 2019, 19:49:47",Evening Walk,Walk,,1190,1.59,,false,,activities/2552070347.gpx
2553736875,"22 Jul 2019, 13:54:32",Filgrave lap,Walk,"",5375,6.38,,false,,activities/2710485995.fit.gz
2554557947,"22 Jul 2019, 19:49:21",Evening Walk,Walk,,1306,1.52,,false,,activities/2554557947.gpx
2556352013,"23 Jul 2019, 08:53:13",Grafton Regis and Ashton loop,Hike,"",16126,12.39,,false,,activities/2713176804.fit.gz
2559456703,"24 Jul 2019, 14:54:22",Afternoon Walk,Walk,,1634,1.70,,false,,activities/2559456703.gpx
2560267568,"24 Jul 2019, 19:38:34",Evening Walk,Walk,,2115,1.71,,false,,activities/2560267568.gpx
2561565555,"25 Jul 2019, 08:26:55",Hot filgrave lap,Walk,"",5148,6.15,,false,,activities/2718538328.fit.gz
2567843943,"27 Jul 2019, 16:30:13",Afternoon Run,Run,,2691,7.15,,false,,activities/2567843943.gpx
2571212411,"28 Jul 2019, 19:37:59",Evening Walk,Walk,,1225,1.53,,false,,activities/2571212411.gpx
2573875539,"29 Jul 2019, 20:04:19",Night Walk,Walk,,1991,3.52,,false,,activities/2573875539.gpx
2581059476,"1 Aug 2019, 10:40:26",Lunch Ride,Ride,,3937,18.77,,false,,activities/2738700380.fit.gz
2581858404,"1 Aug 2019, 15:15:33",River swim - Olney bathing place,Swim,,2400,0,,false,,
2584764200,"2 Aug 2019, 13:52:36",Afternoon ride with ADH,Ride,"Short section of byway to avoid a main road. Coffee, cake and 2 half pints. ",15440,51.43,,false,,activities/2742508729.fit.gz
2586575640,"3 Aug 2019, 09:38:47",Turvey group walk,Walk,"",8986,9.55,,false,,activities/2744402177.fit.gz
2598430871,"7 Aug 2019, 11:15:07",OU club 5 mile,Run,"",2643,7.88,95,false,,activities/2757043868.fit.gz
2600560872,"6 Aug 2019, 17:30:00",Wolverton pool session,Swim,,3600,0,,false,,
2606661889,"10 Aug 2019, 11:00:00",Charlton lido,Swim,,3600,0,,false,,
2610626067,"11 Aug 2019, 16:23:05",Quick lap with Pete and Ben,Walk,,1935,2.87,,false,,activities/2610626067.gpx
2616368423,"13 Aug 2019, 17:40:00",Wolverton session,Swim,,4200,0,,false,,
2688297877,"7 Sep 2019, 07:58:00",Day 2 of Beacon Way,Hike,"",29231,19.71,,false,,activities/2850532711.fit.gz
2692018899,"8 Sep 2019, 08:20:53",Beacons Way D3,Hike,"",26382,18.96,,false,,activities/2854419212.fit.gz
2724857010,"20 Sep 2019, 11:17:17",Lunch Ride,Ride,,5340,20.88,,false,,activities/2888469482.fit.gz
2732292670,"22 Sep 2019, 10:30:00",Parliament Hill lido,Swim,Got chilly when it rained!,3600,0,,false,,
2732296326,"14 Sep 2019, 13:00:00",Hinksey lido (Oxford),Swim,Awesome day in the sun,2700,0,,false,,
2748875732,"29 Sep 2019, 10:16:01",Always get lost on the way back...,Run,,2707,7.27,,false,,activities/2748875732.gpx
2798264969,"18 Oct 2019, 12:18:53",Franconia run w/ Claire,Run,Didnâ€™t spot any wildlife!,2925,6.04,,false,,activities/2798264969.gpx
2856026228,"10 Nov 2019, 09:34:42",Beacon Way d1,Hike,"",26396,22.03,,false,,activities/3028799377.fit.gz
2882996977,"22 Nov 2019, 12:14:25",Lunch OU 5k route,Run,"",1699,5.01,,false,,activities/2882996977.gpx
2919905082,"8 Dec 2019, 14:18:09",Running (out of steam),Run,,2753,6.95,,false,,activities/2919905082.gpx
2930051323,"13 Dec 2019, 12:16:11",OU 5km w/ loop,Run,,2488,5.10,,false,,activities/2930051323.gpx
2940883744,"18 Dec 2019, 12:18:49",OU 5km with loop,Run,,1595,5.05,,false,,activities/2940883744.gpx
2955527051,"25 Dec 2019, 12:05:36",Christmas Day walk,Walk,,5068,6.23,,false,,activities/2955527051.gpx
2959857329,"27 Dec 2019, 11:06:16",Run with Claire,Run,,2403,6.69,,false,,activities/2959857329.gpx
2975293399,"2 Jan 2020, 11:34:45",Short walk from cottage,Walk,,3996,2.84,,false,,activities/2975293399.gpx
2980269976,"31 Dec 2019, 10:33:00",Morning Walk,Walk,,18423,17.86,,false,,activities/3176091213.fit.gz
2981575139,"4 Jan 2020, 14:32:13",Breaking up the journey home,Walk,,4907,6.59,,false,,activities/2981575139.gpx
2992845700,"8 Jan 2020, 12:15:07",OU 10 km,Run,"",3261,10.04,,false,,activities/2992845700.gpx
3038827428,"24 Jan 2020, 12:09:44",5 km loop with GR,Run,,1746,5.33,,false,,activities/3038827428.gpx
3050537377,"28 Jan 2020, 12:13:47",OU 5 mile loop w/ GR and LJ,Run,,2653,8.20,,false,,activities/3050537377.gpx
3073701446,"5 Feb 2020, 12:16:56",OU 5 mile handicap - lunchtime lactic,Run,"",2429,8.09,,false,,activities/3073701446.gpx
3096107849,"13 Feb 2020, 12:11:26",Social group 5 km loop,Run,,1644,5.19,,false,,activities/3096107849.gpx
3133591469,"26 Feb 2020, 13:18:38",OU 5 km with sleet sun and wind,Run,,1632,5.14,,false,,activities/3133591469.gpx
